kohde;jasen;tutkk;pkvp;pvknro;T1;tytyy;Vastaaja;sp;IKAL1;PERHEV;ELVAIHE1;TOIMINTA;ISCO3KA_2;TOLA8KA_2;SOSE;TYOAIKA;TKES;YLSIV;KASTE_2;suuralue2;kunry;TIHEYS;ASALUE;KOKO_2;ANSIOLKM_2;HDESI;V46
50630;4;8;1;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;D;2;1.00;3;4+;2;3;0
50631;1;10;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;E;2;0.67;3;2;0;2;0
50631;2;10;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;E;2;0.67;3;2;0;2;0
50632;1;1;7;1;4;3;1;1;4;4;5;1;11;6;2;2;NA;1;6;B;2;0.50;3;3;2;5;0
50632;2;1;7;1;3;3;1;2;4;4;5;1;11;6;2;2;NA;1;6;B;2;0.50;3;3;2;5;0
50633;1;12;7;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;NA;A;1;1.00;1;2;0;5;0
50634;1;2;3;1;1;3;1;2;6;2;8;1;21;13;5;2;NA;2;NA;B;1;0.50;1;1;1;9;0
50635;1;10;5;1;1;2;1;1;7;2;8;1;12;11;4;2;NA;2;3;B;1;0.50;1;1;1;9;0
50636;1;5;1;1;3;3;1;2;7;2;8;1;9;11;2;2;NA;2;3;B;1;0.50;1;1;1;9;0
50637;1;3;1;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;NA;D;3;0.50;2;2;0;3;0
50638;1;6;7;1;1;1;1;1;6;3;7;1;21;13;3;2;NA;1;NA;A;1;0.75;1;3;3;10;0
50638;2;6;7;1;1;1;2;2;6;3;7;1;1;3;3;NA;NA;1;78;A;1;0.75;1;3;3;10;0
50638;3;6;7;1;1;2;1;2;3;1;1;1;13;4;5;2;NA;2;3;A;1;0.75;1;3;3;10;0
50639;1;5;1;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;C;1;1.00;1;4+;2;5;120
50639;2;5;1;1;1;2;1;1;6;4;6;1;12;5;5;2;NA;2;3;C;1;1.00;1;4+;2;5;0
50639;3;5;1;1;1;2;1;2;5;4;6;1;5;12;3;2;NA;1;78;C;1;1.00;1;4+;2;5;0
50639;4;5;1;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;C;1;1.00;1;4+;2;5;0
50640;1;1;7;1;1;3;1;2;5;4;5;1;20;2;3;2;NA;1;78;C;1;0.71;1;4+;2;9;0
50640;2;1;7;1;1;2;1;1;5;4;5;1;5;12;3;2;NA;1;78;C;1;0.71;1;4+;2;9;0
50640;3;1;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;C;1;0.71;1;4+;2;9;0
50640;4;1;7;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;C;1;0.71;1;4+;2;9;0
50641;1;9;7;1;1;3;1;1;7;3;7;1;5;12;5;2;NA;3;NA;B;3;0.50;1;3;2;5;0
50641;2;9;7;1;3;3;1;2;7;3;7;1;2;4;2;2;NA;3;3;B;3;0.50;1;3;2;5;0
50642;1;9;1;1;1;3;1;2;7;3;7;1;14;4;3;2;NA;2;5;B;2;0.40;3;2;2;7;0
50642;2;9;1;1;5;3;1;1;8;3;7;1;16;15;1;2;NA;3;3;B;2;0.40;3;2;2;7;0
50643;1;5;3;1;1;2;1;2;7;3;7;1;21;10;3;1;NA;3;3;B;1;0.50;2;2;1;6;0
50644;1;8;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;2;NA;A;1;1.00;1;2;0;6;0
50644;2;8;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;A;1;1.00;1;2;0;6;0
50645;1;7;4;1;1;2;1;2;4;3;4;1;5;12;3;1;NA;1;78;A;1;1.00;3;2;1;3;0
50645;2;7;4;1;NA;;1;1;5;3;4;6;;;NA;NA;11;2;3;A;1;1.00;3;2;1;3;0
50646;1;7;2;1;1;2;1;1;7;3;7;1;1;8;3;1;NA;1;6;E;1;0.67;1;2;2;7;0
50646;2;7;2;1;1;2;1;2;7;3;7;1;16;2;3;1;NA;1;78;E;1;0.67;1;2;2;7;0
50647;1;5;7;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;3;NA;B;2;1.00;3;4+;1;5;0
50647;2;5;7;1;NA;;1;1;6;4;6;5;;;NA;NA;NA;2;3;B;2;1.00;3;4+;1;5;0
50647;3;5;7;1;1;2;1;2;6;4;6;1;1;8;4;2;NA;2;5;B;2;1.00;3;4+;1;5;0
50647;4;5;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;2;1.00;3;4+;1;5;0
50648;1;10;2;1;NA;;1;1;4;2;2;3;;;NA;NA;NA;1;3;E;2;1.00;3;1;0;1;390
50649;1;3;7;1;NA;;1;1;6;4;5;5;;;NA;NA;NA;3;6;B;1;tammi.67;3;4+;1;3;0
50649;2;3;7;1;1;3;1;2;4;4;5;1;1;8;3;2;NA;1;NA;B;1;tammi.67;3;4+;1;3;0
50649;3;3;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;tammi.67;3;4+;1;3;0
50650;1;6;5;1;NA;;1;1;7;3;7;4;;;NA;NA;NA;3;3;C;1;0.40;1;2;1;9;0
50650;2;6;5;1;1;2;1;2;6;3;7;1;13;2;3;2;NA;1;78;C;1;0.40;1;2;1;9;0
50651;1;6;2;1;1;3;2;1;6;3;7;1;15;3;3;NA;NA;1;5;B;2;0.50;3;4+;2;NA;0
50651;2;6;2;1;1;3;2;2;6;3;7;1;12;9;4;NA;NA;1;5;B;2;0.50;3;4+;2;NA;0
50651;3;6;2;1;NA;;2;1;3;1;1;3;;;NA;NA;NA;1;3;B;2;0.50;3;4+;2;NA;0
50651;4;6;2;1;NA;;2;2;2;1;1;3;;;NA;NA;NA;1;3;B;2;0.50;3;4+;2;NA;0
50652;1;9;7;1;1;2;1;2;7;2;8;1;3;2;4;2;NA;3;NA;B;3;0.50;1;1;1;7;0
50653;1;3;1;1;1;2;1;2;7;2;8;1;6;11;3;2;NA;2;5;C;1;0.50;1;1;1;7;0
50654;1;9;3;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;2;3;E;1;0.40;1;2;0;10;0
50655;1;9;4;1;NA;;1;2;7;3;7;2;;;NA;NA;5;3;NA;A;3;0.50;3;3;0;3;0
50655;2;9;4;1;NA;;1;1;7;3;7;2;;;NA;NA;NA;2;3;A;3;0.50;3;3;0;3;0
50656;1;7;4;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;5;C;1;0.67;1;2;0;5;0
50656;2;7;4;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;3;C;1;0.67;1;2;0;5;0
50657;1;6;7;1;1;2;1;2;5;3;4;1;5;12;4;2;NA;1;5;B;1;0.20;1;2;2;9;0
50657;2;6;7;1;1;1;1;1;7;3;7;1;12;13;5;2;NA;3;NA;B;1;0.20;1;2;2;9;0
50658;1;12;2;1;1;2;1;2;7;2;8;1;9;4;5;2;NA;2;3;B;1;0.33;1;1;1;8;0
50659;1;10;3;1;1;3;1;1;6;4;6;1;16;4;5;2;NA;2;3;A;3;0.75;3;3;2;6;0
50659;2;10;3;1;1;3;1;2;5;4;6;1;12;13;3;1;NA;1;5;A;3;0.75;3;3;2;6;0
50660;1;5;1;1;3;3;1;1;7;3;7;1;3;9;2;2;NA;2;NA;B;1;1.00;1;3;2;6;0
50660;2;5;1;1;1;3;1;2;6;3;7;1;3;9;4;2;NA;2;3;B;1;1.00;1;3;2;6;0
50661;1;2;3;1;NA;;1;1;8;5;3;5;;;NA;NA;NA;3;NA;A;2;0.50;3;2;0;3;0
50661;2;2;3;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;3;NA;A;2;0.50;3;2;0;3;0
50662;1;7;6;1;1;1;1;2;6;2;8;1;21;12;4;1;NA;1;5;B;1;0.14;1;1;1;10;0
50663;1;12;5;1;NA;;1;2;7;2;8;5;;;NA;NA;NA;3;NA;A;1;0.50;1;1;0;3;0
50664;1;12;3;1;1;3;1;1;6;2;8;1;3;9;5;2;NA;3;3;E;1;0.33;1;1;1;8;0
50665;1;4;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;2;NA;E;1;1.00;3;2;0;3;0
50665;2;4;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;E;1;1.00;3;2;0;3;0
50666;1;6;6;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;NA;B;1;1.00;1;2;0;2;0
50666;2;6;6;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;NA;B;1;1.00;1;2;0;2;0
50667;1;5;7;1;1;3;1;1;6;4;6;1;8;11;3;2;NA;1;5;B;1;0.67;1;4+;2;8;0
50667;2;5;7;1;1;2;1;2;6;4;6;1;10;14;4;2;NA;2;5;B;1;0.67;1;4+;2;8;0
50667;3;5;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;0.67;1;4+;2;8;170
50667;4;5;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;0.67;1;4+;2;8;140
50668;1;2;4;1;1;3;1;2;6;3;7;1;15;2;4;1;NA;1;5;E;2;0.33;3;2;2;9;0
50668;2;2;4;1;1;3;1;1;6;3;7;1;9;10;3;2;NA;2;6;E;2;0.33;3;2;2;9;0
50669;1;1;7;1;NA;;1;1;6;4;6;4;;;NA;NA;NA;2;3;B;2;1.00;1;4+;1;2;0
50669;2;1;7;1;1;3;1;2;5;4;6;1;12;13;4;2;NA;1;5;B;2;1.00;1;4+;1;2;0
50669;3;1;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;2;1.00;1;4+;1;2;0
50670;1;8;7;1;1;3;1;1;5;2;2;1;9;12;5;2;NA;2;NA;B;2;0.50;1;1;1;7;0
50671;1;7;7;1;1;3;1;2;6;4;6;1;9;4;5;2;NA;3;NA;D;3;1.00;2;3;1;6;0
50672;1;1;4;1;1;3;1;1;7;4;6;1;8;13;4;2;NA;2;5;A;3;0.60;2;3;2;7;0
50672;2;1;4;1;3;3;1;2;6;4;6;1;9;9;2;2;NA;1;5;A;3;0.60;2;3;2;7;0
50672;3;1;4;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;A;3;0.60;2;3;2;7;430
50673;1;8;2;1;3;3;1;1;7;3;7;1;3;2;2;2;NA;1;5;A;1;0.50;1;3;2;4;0
50673;2;8;2;1;1;3;1;2;7;3;7;1;8;13;4;2;NA;1;3;A;1;0.50;1;3;2;4;0
50673;3;8;2;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;A;1;0.50;1;3;2;4;0
50674;1;11;2;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;E;3;1.00;3;2;0;4;0
50675;1;9;7;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;2;NA;E;1;1.00;1;2;1;7;0
50675;2;9;7;1;1;3;1;1;7;3;7;1;2;9;4;1;NA;2;3;E;1;1.00;1;2;1;7;0
50676;1;7;5;1;1;3;1;2;6;3;7;1;9;11;4;2;NA;2;3;A;1;0.67;1;2;1;9;0
50676;2;7;5;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;2;5;A;1;0.67;1;2;1;9;0
50677;1;11;6;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;A;1;0.75;2;3;1;5;650
50677;2;11;6;1;1;2;1;2;6;5;3;1;1;4;3;2;NA;2;6;A;1;0.75;2;3;1;5;0
50677;3;11;6;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;A;1;0.75;2;3;1;5;410
50678;1;5;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;5;D;1;0.67;1;2;0;6;0
50678;2;5;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;3;D;1;0.67;1;2;0;6;0
50679;1;12;1;1;1;2;1;2;4;4;5;1;13;16;4;1;NA;1;6;B;3;0.80;3;4+;2;8;0
50679;2;12;1;1;2;3;1;1;4;4;5;1;10;5;1;NA;NA;1;3;B;3;0.80;3;4+;2;8;0
50680;1;4;4;1;1;3;1;1;7;3;7;1;21;13;5;2;NA;3;NA;A;3;0.67;2;4+;2;3;0
50680;2;4;4;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;1;5;A;3;0.67;2;4+;2;3;0
50680;3;4;4;1;NA;;2;2;2;1;1;3;;;NA;NA;NA;2;NA;A;3;0.67;2;4+;2;3;0
50681;1;11;2;1;1;2;1;2;7;3;7;1;3;4;4;2;NA;2;3;A;1;0.50;1;2;2;6;0
50682;1;4;5;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;3;B;1;1.00;1;2;0;3;0
50682;2;4;5;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;NA;B;1;1.00;1;2;0;3;0
50683;1;5;4;1;1;3;1;2;5;4;6;1;9;10;3;2;NA;2;5;C;2;1.00;2;4+;2;5;0
50683;2;5;4;1;1;3;1;1;5;4;6;1;2;4;5;2;NA;2;5;C;2;1.00;2;4+;2;5;0
50683;3;5;4;1;NA;;2;2;2;1;1;3;;;NA;NA;NA;3;NA;C;2;1.00;2;4+;2;5;360
50683;4;5;4;1;NA;;2;2;1;1;1;3;;;NA;NA;NA;3;NA;C;2;1.00;2;4+;2;5;450
50684;1;10;2;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;3;NA;A;1;0.50;1;1;0;7;0
50685;1;12;7;1;NA;;1;1;6;4;6;2;;;NA;NA;120;1;6;B;1;1.00;1;4+;1;2;120
50685;2;12;7;1;1;2;1;2;6;4;6;1;12;12;5;2;NA;3;3;B;1;1.00;1;4+;1;2;0
50685;3;12;7;1;NA;;1;2;2;1;1;2;;;NA;NA;0;1;3;B;1;1.00;1;4+;1;2;0
50685;4;12;7;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;B;1;1.00;1;4+;1;2;130
50685;5;12;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;1.00;1;4+;1;2;0
50685;6;12;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;1.00;1;4+;1;2;0
50686;1;11;1;1;1;3;1;2;7;2;8;1;13;4;3;2;NA;1;5;B;3;0.25;2;1;1;10;0
50687;1;7;1;1;NA;;1;2;6;3;7;4;;;NA;NA;NA;2;3;B;3;0.33;3;2;0;6;0
50687;2;7;1;1;NA;;1;1;6;3;7;4;;;NA;NA;NA;3;3;B;3;0.33;3;2;0;6;0
50688;1;8;5;1;1;3;1;1;5;4;6;1;10;10;5;2;NA;2;NA;B;1;tammi.33;1;4+;2;6;0
50688;2;8;5;1;1;3;1;2;5;4;6;1;8;13;4;2;NA;1;3;B;1;tammi.33;1;4+;2;6;0
50688;3;8;5;1;NA;;2;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;tammi.33;1;4+;2;6;360
50689;1;6;7;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;C;3;tammi.20;2;4+;2;2;0
50689;2;6;7;1;1;3;1;1;6;4;6;1;9;11;4;2;NA;1;5;C;3;tammi.20;2;4+;2;2;0
50689;3;6;7;1;NA;;1;2;6;4;6;2;;;NA;NA;NA;1;5;C;3;tammi.20;2;4+;2;2;0
50689;4;6;7;1;NA;;3;1;2;1;1;1;;;NA;NA;NA;NA;NA;C;3;tammi.20;2;4+;2;2;0
50690;1;5;7;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;4;NA;E;1;0.50;1;1;0;3;0
50691;1;8;2;1;1;3;1;1;4;3;4;1;9;6;5;2;NA;2;NA;B;1;0.50;2;2;2;8;0
50691;2;8;2;1;1;2;1;2;3;3;4;1;12;13;4;2;NA;1;6;B;1;0.50;2;2;2;8;0
50692;1;4;7;1;NA;;1;2;7;2;8;2;;;NA;NA;NA;3;NA;C;1;0.20;1;1;0;8;0
50693;1;7;1;1;1;3;1;1;3;1;1;1;15;3;4;2;NA;2;3;E;3;0.50;2;3;3;7;0
50693;2;7;1;1;1;2;2;2;6;3;7;1;1;2;4;NA;NA;1;5;E;3;0.50;2;3;3;7;0
50693;3;7;1;1;1;3;2;1;6;3;7;1;13;4;4;NA;NA;2;NA;E;3;0.50;2;3;3;7;0
50694;1;12;1;1;1;2;1;2;7;3;7;1;16;2;4;2;NA;2;3;D;2;0.33;1;2;1;6;0
50695;1;12;1;1;1;2;1;2;7;3;7;1;10;8;4;2;NA;1;5;B;1;0.67;1;2;1;9;0
50695;2;12;1;1;NA;;1;1;7;3;7;4;;;NA;NA;NA;3;NA;B;1;0.67;1;2;1;9;0
50696;1;8;1;1;4;3;1;1;4;4;5;1;8;13;2;2;NA;2;3;A;3;tammi.14;2;4+;1;1;0
50696;2;8;1;1;NA;;1;2;4;4;5;6;;;NA;NA;NA;2;3;A;3;tammi.14;2;4+;1;1;0
50697;1;3;7;1;2;3;1;2;6;3;7;1;9;4;1;2;NA;1;5;B;2;0.60;1;3;3;6;0
50698;1;8;7;1;1;3;1;2;6;3;7;1;8;13;3;2;NA;1;78;B;1;0.50;1;2;2;9;0
50698;2;8;7;1;1;2;1;2;6;3;7;1;9;9;3;2;NA;1;6;B;1;0.50;1;2;2;9;0
50699;1;10;1;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;2;3;B;3;0.67;3;2;1;6;0
50700;1;2;6;1;3;3;1;1;7;4;6;1;10;13;2;2;NA;3;NA;E;1;0.80;1;4+;2;5;0
50700;2;2;6;1;1;3;2;2;5;4;6;1;12;13;3;NA;NA;2;3;E;1;0.80;1;4+;2;5;0
50700;3;2;6;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;E;1;0.80;1;4+;2;5;200
50700;4;2;6;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;E;1;0.80;1;4+;2;5;320
50701;1;6;3;1;NA;;2;1;3;1;1;4;;;NA;NA;NA;2;NA;E;2;0.75;3;3;0;3;0
50701;2;6;3;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;E;2;0.75;3;3;0;3;0
50701;3;6;3;1;NA;;1;2;7;3;7;7;;;NA;NA;NA;3;NA;E;2;0.75;3;3;0;3;0
50702;1;2;4;1;NA;;1;2;5;4;5;6;;;NA;NA;NA;1;3;B;1;tammi.67;1;4+;1;3;0
50703;1;11;7;1;1;3;1;1;6;4;6;1;8;4;3;2;NA;1;5;B;1;0.80;2;4+;2;6;0
50703;2;11;7;1;1;3;1;2;6;4;6;1;2;2;4;2;NA;1;3;B;1;0.80;2;4+;2;6;0
50703;3;11;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;0.80;2;4+;2;6;0
50704;1;9;7;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;3;NA;B;2;0.50;1;1;0;3;0
50705;1;9;1;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;2;3;B;1;0.67;1;2;0;5;0
50705;2;9;1;1;NA;;1;2;7;3;7;2;;;NA;NA;16;2;NA;B;1;0.67;1;2;0;5;0
50706;1;1;5;1;1;3;1;2;4;2;2;1;4;13;4;1;NA;2;3;D;1;1.00;1;1;1;6;0
50707;1;8;1;1;1;2;1;2;5;3;4;1;12;12;4;2;NA;2;3;C;1;0.75;1;3;2;7;0
50707;2;8;1;1;NA;;1;2;3;1;1;3;;;NA;NA;NA;1;3;C;1;0.75;1;3;2;7;0
50708;1;6;6;1;1;3;1;2;5;2;2;1;10;14;3;2;NA;2;3;A;1;0.33;3;1;1;9;0
50709;1;5;2;1;1;3;1;2;5;4;5;1;9;14;4;2;NA;1;5;B;1;1.00;1;4+;2;4;0
50709;2;5;2;1;1;3;1;1;5;4;5;1;8;13;5;2;NA;2;3;B;1;1.00;1;4+;2;4;0
50709;3;5;2;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;1.00;1;4+;2;4;220
50710;1;3;4;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;1;3;A;1;0.50;1;2;0;5;0
50710;2;3;4;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;1;3;A;1;0.50;1;2;0;5;0
50711;1;7;3;1;1;3;1;1;6;2;8;1;5;13;5;2;NA;2;3;A;1;0.50;1;1;1;9;0
50712;1;8;6;1;1;3;1;2;6;4;6;1;6;11;3;2;NA;1;5;B;1;0.80;1;4+;1;6;0
50713;1;9;3;1;1;3;1;1;5;3;4;1;3;2;3;2;NA;2;6;A;1;0.67;1;2;2;9;0
50713;2;9;3;1;1;3;1;2;4;3;4;1;6;9;3;2;NA;1;6;A;1;0.67;1;2;2;9;0
50714;1;6;4;1;NA;;1;2;4;5;3;4;;;NA;NA;NA;2;3;B;3;1.00;2;2;0;1;0
50715;1;8;3;1;1;2;1;2;6;3;7;1;1;11;4;2;NA;2;3;B;1;1.00;1;2;2;8;0
50716;1;9;7;1;1;3;1;1;6;3;7;1;9;9;5;2;NA;3;3;A;3;0.40;2;2;2;8;0
50716;2;9;7;1;1;2;1;2;6;3;7;1;15;3;4;2;NA;3;3;A;3;0.40;2;2;2;8;0
50717;1;1;2;1;1;3;1;1;5;3;4;1;5;12;5;2;NA;2;3;B;3;0.67;3;2;2;8;0
50717;2;1;2;1;1;3;1;2;5;3;4;1;1;4;5;2;NA;2;NA;B;3;0.67;3;2;2;8;0
50718;1;2;6;1;1;2;1;2;4;5;3;1;23;16;4;2;NA;1;3;C;3;0.50;3;3;1;2;0
50719;1;1;3;1;1;3;1;2;3;2;2;1;12;6;3;1;NA;1;3;A;1;1.00;1;1;1;4;0
50720;1;5;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;E;1;1.00;1;2;0;3;0
50720;2;5;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;E;1;1.00;1;2;0;3;0
50721;1;12;2;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;B;1;0.67;1;4+;2;8;290
50721;2;12;2;1;1;3;1;2;6;4;6;1;14;1;4;2;NA;1;5;B;1;0.67;1;4+;2;8;0
50721;3;12;2;1;1;3;1;1;6;4;6;1;15;10;3;2;NA;2;6;B;1;0.67;1;4+;2;8;0
50721;4;12;2;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;4;NA;B;1;0.67;1;4+;2;8;60
50722;1;8;2;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;3;A;2;0.33;2;1;0;6;0
50723;1;4;5;1;1;1;1;1;5;4;5;1;8;13;3;2;NA;1;5;A;1;1.00;1;4+;2;5;0
50723;2;4;5;1;1;1;1;2;4;4;5;1;5;12;3;2;NA;1;6;A;1;1.00;1;4+;2;5;0
50724;1;9;4;1;1;2;1;2;6;3;7;1;10;11;5;2;NA;1;5;E;2;0.33;2;2;1;7;220
50724;2;9;4;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;3;E;2;0.33;2;2;1;7;0
50725;1;10;6;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;2;5;C;1;0.50;2;2;0;8;0
50725;2;10;6;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;6;C;1;0.50;2;2;0;8;0
50726;1;3;2;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;A;1;0.67;1;2;0;9;0
50726;2;3;2;1;NA;;2;2;7;3;7;5;;;NA;NA;NA;3;3;A;1;0.67;1;2;0;9;0
50727;1;12;1;1;NA;;1;1;9;2;8;5;;;NA;NA;NA;3;3;C;1;0.17;3;1;0;3;0
50728;1;3;7;1;NA;;1;1;3;2;2;3;;;NA;NA;NA;1;3;B;1;0.50;1;1;0;1;70
50729;1;11;7;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;3;3;C;3;0.33;2;2;0;3;0
50729;2;11;7;1;NA;;1;1;7;3;7;4;;;NA;NA;NA;3;NA;C;3;0.33;2;2;0;3;0
50730;1;9;4;1;1;1;1;1;6;4;5;1;16;12;5;2;NA;2;NA;E;1;1.00;1;3;2;6;0
50730;2;9;4;1;1;2;2;2;5;4;5;1;22;3;5;NA;NA;1;6;E;1;1.00;1;3;2;6;0
50731;1;5;1;1;3;3;1;2;7;2;8;1;14;1;2;2;NA;2;3;D;2;0.25;2;1;1;7;0
50732;1;12;1;1;1;3;1;1;4;3;4;1;7;15;3;2;NA;1;3;B;1;1.00;1;2;2;5;0
50732;2;12;1;1;1;3;1;1;4;3;4;1;8;11;4;2;NA;1;6;B;1;1.00;1;2;2;5;0
50733;1;7;2;1;1;2;1;2;3;2;2;1;8;13;3;1;NA;1;3;A;1;1.00;1;1;1;2;0
50734;1;5;4;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;2;3;A;1;0.67;1;2;1;7;0
50734;2;5;4;1;1;2;1;2;7;3;7;1;14;1;4;2;NA;2;NA;A;1;0.67;1;2;1;7;0
50735;1;1;1;1;1;3;1;2;7;2;8;1;2;3;4;2;NA;3;NA;D;1;1.00;1;1;1;7;0
50736;1;3;1;1;1;2;1;2;7;2;8;1;6;11;5;2;NA;3;3;C;1;0.50;1;1;1;7;0
50737;1;3;5;1;NA;;1;1;8;2;8;4;;;NA;NA;NA;1;78;C;1;0.50;1;1;0;9;0
50738;1;2;1;1;1;3;1;1;4;4;5;1;2;5;3;2;NA;1;6;B;3;0.67;3;4+;2;5;0
50738;2;2;1;1;1;2;1;2;4;4;5;1;9;10;4;2;NA;1;6;B;3;0.67;3;4+;2;5;0
50739;1;7;4;1;1;3;1;1;6;2;8;1;5;12;5;2;NA;2;3;B;3;0.33;3;1;1;8;0
50740;1;8;4;1;1;2;1;2;7;2;8;1;7;2;3;2;NA;1;78;D;1;0.33;2;1;1;10;0
50741;1;3;7;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;3;NA;D;1;0.50;1;1;0;4;0
50742;1;7;5;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;1;78;A;1;0.67;1;2;1;10;0
50742;2;7;5;1;1;3;1;2;7;3;7;1;21;10;4;2;NA;1;5;A;1;0.67;1;2;1;10;0
50743;1;3;6;1;1;3;1;1;3;1;1;1;18;2;5;2;NA;1;3;A;1;0.67;1;4+;1;8;0
50744;1;7;3;1;1;3;1;1;6;3;7;1;17;2;5;2;NA;2;NA;B;1;1.00;1;2;2;6;0
50745;1;4;5;1;1;2;1;2;7;3;7;1;12;13;3;2;NA;1;78;C;1;0.29;2;2;1;10;0
50745;2;4;5;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;1;78;C;1;0.29;2;2;1;10;0
50746;1;7;6;1;NA;;1;2;7;2;8;5;;;NA;NA;NA;3;NA;C;3;0.50;3;2;0;4;0
50747;1;5;1;1;NA;;1;2;7;2;8;4;;;NA;NA;NA;2;3;C;1;0.50;1;1;0;5;0
50748;1;1;7;1;1;2;1;1;6;3;7;1;1;8;3;2;NA;1;6;B;3;0.33;2;2;2;9;0
50748;2;1;7;1;1;2;1;2;6;3;7;1;21;15;4;2;NA;1;3;B;3;0.33;2;2;2;9;0
50749;1;8;7;1;NA;;1;2;8;3;7;4;;;NA;NA;NA;3;3;E;2;1.00;2;2;0;6;0
50750;1;3;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;B;1;0.67;1;2;0;4;0
50750;2;3;1;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;3;3;B;1;0.67;1;2;0;4;0
50751;1;6;7;1;NA;;1;2;7;3;7;3;;;NA;NA;NA;3;3;A;1;0.50;1;2;1;9;60
50751;2;6;7;1;1;3;1;1;7;3;7;1;5;12;4;2;NA;2;5;A;1;0.50;1;2;1;9;0
50752;1;9;5;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;3;NA;A;1;0.50;1;1;0;4;0
