kohde;jasen;tutkk;pkvp;pvknro;T1;tytyy;Vastaaja;sp;IKAL1;PERHEV;ELVAIHE1;TOIMINTA;ISCO3KA_2;TOLA8KA_2;SOSE;TYOAIKA;TKES;YLSIV;KASTE_2;suuralue2;kunry;TIHEYS;ASALUE;KOKO_2;ANSIOLKM_2;HDESI;V46
51468;2;9;7;1;NA;;1;2;6;4;6;6;;;NA;NA;NA;2;NA;B;3;1.00;2;4+;2;1;0
51468;3;9;7;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;2;NA;B;3;1.00;2;4+;2;1;0
51468;4;9;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;3;1.00;2;4+;2;1;0
51469;1;2;7;1;3;3;1;2;7;3;7;1;5;12;2;2;NA;1;78;B;1;0.50;1;2;2;10;0
51469;2;2;7;1;3;3;1;1;7;3;7;1;9;11;2;2;NA;3;5;B;1;0.50;1;2;2;10;0
51470;1;4;4;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;C;1;0.50;1;2;0;5;0
51470;2;4;4;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;3;NA;C;1;0.50;1;2;0;5;0
51471;1;11;3;1;1;2;1;2;4;3;4;1;16;3;4;2;NA;1;6;E;1;1.00;1;2;1;7;290
51472;1;10;5;1;1;3;1;1;4;4;5;1;7;2;5;2;NA;2;3;B;1;1.00;1;4+;2;3;0
51472;2;10;5;1;1;3;1;2;4;4;5;1;9;4;4;2;NA;1;3;B;1;1.00;1;4+;2;3;0
51472;3;10;5;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;1.00;1;4+;2;3;330
51473;1;7;7;1;1;3;1;1;4;2;2;1;6;7;4;2;NA;1;3;A;1;0.50;1;1;1;4;0
51474;1;12;5;1;1;2;1;1;5;4;6;1;2;6;3;2;NA;1;78;B;1;0.50;1;4+;2;6;0
51474;2;12;5;1;1;2;1;2;5;4;6;1;14;1;3;2;NA;1;78;B;1;0.50;1;4+;2;6;0
51475;1;3;5;1;NA;;1;2;9;2;8;5;;;NA;NA;NA;2;5;C;1;0.25;1;1;0;6;130
51476;1;11;1;1;1;3;1;2;4;3;4;1;12;13;4;2;NA;2;3;E;1;0.50;1;2;2;8;0
51476;2;11;1;1;1;3;1;1;4;3;4;1;15;3;5;2;NA;2;3;E;1;0.50;1;2;2;8;0
51477;1;10;3;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;A;3;0.67;3;2;0;7;0
51478;1;4;1;1;1;2;1;1;5;3;4;1;1;15;3;2;NA;1;78;A;3;0.40;3;2;2;8;0
51478;2;4;1;1;1;1;1;2;5;3;4;1;12;13;4;2;NA;2;5;A;3;0.40;3;2;2;8;0
51479;1;6;4;1;2;3;1;1;6;4;6;1;12;13;1;2;NA;2;NA;A;3;1.00;3;4+;3;6;0
51479;2;6;4;1;1;3;1;2;6;4;6;1;12;13;4;2;NA;2;3;A;3;1.00;3;4+;3;6;0
51479;3;6;4;1;1;3;1;2;3;1;1;1;8;13;4;2;NA;1;6;A;3;1.00;3;4+;3;6;0
51479;4;6;4;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;A;3;1.00;3;4+;3;6;0
51480;1;9;5;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;1;78;D;1;0.33;1;2;0;10;0
51480;2;9;5;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;6;D;1;0.33;1;2;0;10;0
51481;1;8;7;1;1;2;1;2;4;4;5;1;11;8;4;2;NA;2;3;A;1;1.00;1;3;2;6;0
51481;2;8;7;1;NA;;3;1;6;4;5;1;;;NA;NA;NA;NA;6;A;1;1.00;1;3;2;6;0
51482;1;8;1;1;1;3;1;1;4;1;1;1;12;13;5;2;NA;2;3;C;1;0.75;1;3;1;7;0
51482;2;8;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;5;C;1;0.75;1;3;1;7;0
51482;3;8;1;1;NA;;1;2;7;3;7;4;;;NA;NA;NA;2;5;C;1;0.75;1;3;1;7;0
51483;1;7;4;1;1;3;1;1;4;3;4;1;9;13;3;2;NA;2;6;E;3;0.67;2;2;2;8;0
51483;2;7;4;1;1;3;1;2;4;3;4;1;8;13;4;2;NA;1;6;E;3;0.67;2;2;2;8;0
51484;1;7;5;1;1;3;1;2;4;3;4;1;6;13;4;2;NA;2;3;E;1;1.00;1;2;2;8;0
51484;2;7;5;1;1;3;1;1;4;3;4;1;16;4;3;2;NA;1;6;E;1;1.00;1;2;2;8;0
51485;1;7;3;1;1;3;1;1;6;3;7;1;3;4;4;2;NA;2;NA;B;1;0.60;1;3;3;7;0
51485;2;7;3;1;1;2;2;2;6;3;7;1;9;4;4;NA;NA;2;3;B;1;0.60;1;3;3;7;0
51485;3;7;3;1;1;3;2;1;4;1;1;1;8;13;5;NA;NA;1;3;B;1;0.60;1;3;3;7;0
51486;1;8;3;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;A;3;0.40;2;2;1;7;110
51486;2;8;3;1;1;3;1;2;6;2;8;1;2;4;5;2;NA;1;3;A;3;0.40;2;2;1;7;0
51487;1;3;2;1;NA;;1;1;5;4;6;2;;;NA;NA;16;2;3;C;1;0.71;1;4+;0;1;0
51487;2;3;2;1;NA;;2;2;5;4;6;2;;;NA;NA;NA;1;6;C;1;0.71;1;4+;0;1;0
51487;3;3;2;1;NA;;2;1;1;1;1;3;;;NA;NA;NA;3;NA;C;1;0.71;1;4+;0;1;420
51487;4;3;2;1;NA;;2;1;1;1;1;3;;;NA;NA;NA;3;NA;C;1;0.71;1;4+;0;1;380
51488;1;7;7;1;1;3;1;1;5;4;5;1;9;5;3;2;NA;1;78;E;1;1.00;1;4+;1;4;0
51488;2;7;7;1;NA;;1;2;5;4;5;6;;;NA;NA;NA;1;78;E;1;1.00;1;4+;1;4;0
51489;1;5;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;3;D;1;0.33;1;2;0;6;0
51489;2;5;7;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;2;6;D;1;0.33;1;2;0;6;0
51490;1;3;3;1;1;2;1;2;3;3;4;1;12;13;4;1;NA;2;3;A;1;0.50;1;2;1;2;570
51490;2;3;3;1;NA;;1;1;3;3;4;2;;;NA;NA;11;1;6;A;1;0.50;1;2;1;2;0
51491;1;5;7;1;NA;;1;1;5;1;1;2;;;NA;NA;NA;2;3;E;1;1.00;1;2;0;4;0
51491;2;5;7;1;NA;;1;2;8;2;8;5;;;NA;NA;NA;4;NA;E;1;1.00;1;2;0;4;0
51492;1;6;2;1;NA;;1;1;6;3;7;2;;;NA;NA;NA;3;3;C;3;0.67;2;2;1;4;0
51492;2;6;2;1;1;2;1;2;6;3;7;1;21;13;5;2;NA;3;3;C;3;0.67;2;2;1;4;0
51493;1;5;6;1;NA;;1;2;6;3;7;2;;;NA;NA;NA;3;3;D;1;0.80;1;4+;3;8;0
51493;2;5;6;1;1;3;1;1;7;3;7;1;10;11;5;2;NA;3;3;D;1;0.80;1;4+;3;8;0
51493;3;5;6;1;1;3;1;1;4;1;1;1;1;9;5;2;NA;2;3;D;1;0.80;1;4+;3;8;0
51493;4;5;6;1;1;3;1;2;3;1;1;1;14;1;3;2;NA;1;6;D;1;0.80;1;4+;3;8;0
51494;1;2;7;1;1;3;1;1;5;3;4;1;1;2;4;2;NA;2;NA;B;1;0.67;1;2;2;9;0
51494;2;2;7;1;1;3;1;2;5;3;4;1;12;12;3;2;NA;2;NA;B;1;0.67;1;2;2;9;0
51495;1;10;7;1;4;3;1;1;5;4;5;1;3;7;2;2;NA;1;78;A;1;0.80;1;4+;1;7;0
51495;2;10;7;1;NA;;1;2;4;4;5;6;;;NA;NA;NA;1;78;A;1;0.80;1;4+;1;7;0
51496;1;11;2;1;NA;;1;2;4;4;5;6;;;NA;NA;NA;2;3;A;3;0.50;2;3;1;7;0
51496;2;11;2;1;1;1;1;1;4;4;5;1;14;1;3;2;NA;1;6;A;3;0.50;2;3;1;7;0
51497;1;2;7;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;2;NA;E;2;0.67;1;2;0;4;0
51497;2;2;7;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;2;NA;E;2;0.67;1;2;0;4;0
51498;1;1;4;1;NA;;1;2;6;2;8;2;;;NA;NA;33;2;NA;B;1;0.50;1;1;0;2;0
51499;1;12;1;1;NA;;1;2;7;2;8;4;;;NA;NA;NA;3;NA;D;1;0.33;1;1;0;2;0
51500;1;10;7;1;1;3;1;2;7;3;7;1;15;3;4;1;NA;3;3;A;1;1.00;1;2;1;6;0
51500;2;10;7;1;NA;;2;1;8;3;7;4;;;NA;NA;NA;3;3;A;1;1.00;1;2;1;6;0
51501;1;3;4;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;2;5;B;2;0.67;1;2;0;8;0
51502;1;10;4;1;1;2;1;1;6;3;7;1;5;12;4;2;NA;3;3;D;1;0.75;1;3;2;9;0
51502;2;10;4;1;1;3;1;2;6;3;7;1;20;5;3;2;NA;1;5;D;1;0.75;1;3;2;9;0
51502;3;10;4;1;NA;;1;2;2;2;2;3;;;NA;NA;NA;2;NA;D;1;0.75;1;3;2;9;320
51503;1;10;7;1;1;3;1;1;5;3;4;1;3;2;3;2;NA;1;5;C;1;0.25;1;1;1;10;0
51504;1;7;4;1;NA;;1;2;7;2;8;4;;;NA;NA;NA;3;3;E;1;0.50;1;1;0;10;0
51505;1;8;6;1;1;1;1;2;5;4;6;1;12;13;3;2;NA;1;78;B;3;0.50;1;4+;4+;8;0
51505;2;8;6;1;1;3;1;1;5;4;6;1;10;2;4;2;NA;2;5;B;3;0.50;1;4+;4+;8;0
51505;3;8;6;1;1;3;1;1;2;1;1;1;13;4;5;1;NA;2;NA;B;3;0.50;1;4+;4+;8;430
51505;4;8;6;1;1;3;1;1;2;1;1;1;14;1;5;1;NA;3;NA;B;3;0.50;1;4+;4+;8;370
51506;1;4;1;1;1;3;1;1;3;2;2;1;13;4;5;2;NA;2;3;C;1;0.50;1;1;1;8;0
51507;1;5;1;1;1;1;1;1;5;4;6;1;21;10;4;2;NA;1;5;A;1;0.67;1;4+;2;6;0
51507;2;5;1;1;1;2;1;2;5;4;6;1;9;4;3;2;NA;1;78;A;1;0.67;1;4+;2;6;0
51507;3;5;1;1;NA;;1;1;2;1;1;3;;;NA;NA;19;3;NA;A;1;0.67;1;4+;2;6;0
51507;4;5;1;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;A;1;0.67;1;4+;2;6;0
51508;1;10;3;1;1;3;1;2;7;1;1;1;9;13;5;1;NA;3;3;C;1;0.75;3;3;2;5;0
51508;2;10;3;1;1;1;1;2;7;1;1;1;1;3;4;2;NA;3;3;C;1;0.75;3;3;2;5;0
51509;1;2;7;1;NA;;1;1;7;2;8;5;;;NA;NA;NA;3;3;B;3;0.33;3;1;0;6;0
51510;1;5;7;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;A;3;0.60;3;3;1;5;0
51510;2;5;7;1;NA;;1;1;5;4;6;2;;;NA;NA;6;2;3;A;3;0.60;3;3;1;5;0
51510;3;5;7;1;1;3;1;2;5;4;6;1;20;5;4;2;NA;2;3;A;3;0.60;3;3;1;5;0
51511;1;9;4;1;1;3;1;2;8;2;8;1;14;1;5;NA;NA;3;3;A;1;1.00;1;1;1;5;0
51512;1;4;3;1;1;3;1;2;4;1;1;1;1;4;4;2;NA;2;3;B;1;0.75;3;3;2;5;0
51512;2;4;3;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;B;1;0.75;3;3;2;5;0
51512;3;4;3;1;1;2;1;2;6;3;7;1;1;13;5;2;NA;2;3;B;1;0.75;3;3;2;5;0
51513;1;4;1;1;1;3;1;2;5;4;6;1;3;7;4;2;NA;1;5;E;1;0.80;1;4+;2;5;0
51513;2;4;1;1;1;2;1;1;6;4;6;1;7;3;3;2;NA;1;78;E;1;0.80;1;4+;2;5;0
51514;1;1;1;1;1;3;1;2;5;5;3;1;6;12;3;2;NA;1;3;E;2;0.67;1;2;1;3;0
51515;1;11;7;1;1;3;1;1;6;2;8;1;16;2;4;2;NA;2;3;C;1;0.50;1;1;1;10;0
51516;1;1;2;1;1;3;1;1;6;4;6;1;5;12;5;2;NA;2;3;B;1;0.75;1;3;2;7;0
51516;2;1;2;1;1;2;1;2;6;4;6;1;16;2;4;2;NA;3;NA;B;1;0.75;1;3;2;7;0
51516;3;1;2;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;B;1;0.75;1;3;2;7;450
51517;1;9;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;3;NA;B;2;0.50;1;2;0;6;0
51517;2;9;1;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;5;B;2;0.50;1;2;0;6;0
51518;1;8;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;6;A;3;0.50;2;2;0;8;0
51518;2;8;7;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;1;6;A;3;0.50;2;2;0;8;0
51519;1;5;5;1;1;3;1;1;5;4;6;1;15;3;3;2;NA;2;6;E;1;1.00;1;4+;2;7;0
51519;2;5;5;1;1;2;1;2;5;4;6;1;2;10;4;2;NA;2;5;E;1;1.00;1;4+;2;7;0
51519;3;5;5;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;E;1;1.00;1;4+;2;7;280
51520;1;11;7;1;NA;;1;2;9;3;7;5;;;NA;NA;NA;3;NA;A;2;0.40;2;2;0;5;0
51520;2;11;7;1;NA;;1;1;9;3;7;5;;;NA;NA;NA;3;NA;A;2;0.40;2;2;0;5;0
51521;1;5;1;1;1;3;1;1;4;3;4;1;12;13;5;NA;NA;2;3;E;3;0.67;3;2;2;5;0
51521;2;5;1;1;1;3;1;2;4;3;4;1;3;9;5;1;NA;2;3;E;3;0.67;3;2;2;5;0
51522;1;1;3;1;1;1;1;2;7;2;8;1;16;13;4;2;NA;1;78;E;1;1.00;1;1;1;8;0
51523;1;4;7;1;1;3;1;1;4;2;2;1;11;7;4;2;NA;1;6;E;1;1.00;1;1;1;3;0
51524;1;6;7;1;NA;;1;1;6;3;7;2;;;NA;NA;24;2;3;A;1;tammi.50;1;3;0;1;0
51525;1;1;1;1;1;2;1;2;7;4;6;1;21;12;4;2;NA;1;5;B;1;0.80;1;4+;1;3;310
51525;2;1;1;1;NA;;1;1;7;4;6;5;;;NA;NA;NA;1;78;B;1;0.80;1;4+;1;3;0
51525;3;1;1;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;3;NA;B;1;0.80;1;4+;1;3;30
51525;4;1;1;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;B;1;0.80;1;4+;1;3;0
51526;1;7;6;1;NA;;1;2;5;4;6;6;;;NA;NA;NA;1;3;C;3;tammi.25;3;4+;1;3;0
51526;2;7;6;1;1;3;1;1;5;4;6;1;9;2;3;2;NA;1;3;C;3;tammi.25;3;4+;1;3;0
51526;3;7;6;1;NA;;1;2;2;1;1;3;;;NA;NA;NA;3;NA;C;3;tammi.25;3;4+;1;3;0
51526;4;7;6;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;C;3;tammi.25;3;4+;1;3;0
51527;1;8;6;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;A;1;tammi.20;1;4+;2;1;530
51527;2;8;6;1;1;2;1;2;6;5;3;1;12;12;3;2;NA;1;5;A;1;tammi.20;1;4+;2;1;0
51527;3;8;6;1;1;3;1;1;2;1;1;1;13;4;4;2;NA;1;3;A;1;tammi.20;1;4+;2;1;0
51527;4;8;6;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;A;1;tammi.20;1;4+;2;1;470
51528;1;1;2;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;3;3;E;2;0.40;2;2;0;9;0
51528;2;1;2;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;5;E;2;0.40;2;2;0;9;0
51529;1;12;5;1;1;2;1;2;4;3;4;1;16;2;4;2;NA;1;3;C;3;0.67;2;2;2;9;0
51529;2;12;5;1;3;3;2;1;4;3;4;1;6;16;2;NA;NA;1;6;C;3;0.67;2;2;2;9;0
51530;1;7;5;1;1;3;1;2;5;5;3;1;8;4;4;2;NA;2;3;C;1;1.00;1;4+;1;1;0
51530;2;7;5;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;C;1;1.00;1;4+;1;1;0
51531;1;4;1;1;NA;;1;1;4;2;2;3;;;NA;NA;NA;2;3;B;2;1.00;1;1;0;2;0
51532;1;5;7;1;1;3;1;1;5;4;5;1;12;12;5;2;NA;2;3;E;1;1.00;1;3;2;9;0
51532;2;5;7;1;1;3;1;2;5;4;5;1;12;14;4;2;NA;2;6;E;1;1.00;1;3;2;9;0
51533;1;6;4;1;1;1;1;2;6;3;7;1;14;1;3;2;NA;1;78;E;1;1.00;1;2;1;6;0
51534;1;9;1;1;1;3;1;1;7;4;6;1;3;2;3;2;NA;1;6;A;1;0.60;2;3;2;7;150
51534;2;9;1;1;1;3;1;2;5;4;6;1;21;4;4;2;NA;1;5;A;1;0.60;2;3;2;7;0
51534;3;9;1;1;NA;;3;2;1;1;1;3;;;NA;NA;NA;3;NA;A;1;0.60;2;3;2;7;20
51535;1;3;7;1;1;2;1;2;5;4;6;1;6;2;3;2;NA;1;6;A;1;1.00;1;4+;2;7;0
51535;2;3;7;1;1;3;1;1;5;4;6;1;1;11;5;2;NA;2;3;A;1;1.00;1;4+;2;7;0
51535;3;3;7;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;A;1;1.00;1;4+;2;7;0
51536;1;1;2;1;1;3;1;1;4;2;2;1;3;2;4;2;NA;1;3;B;1;1.00;1;1;1;7;0
51537;1;8;7;1;1;3;1;1;5;4;5;1;12;13;4;2;NA;1;78;D;3;0.75;2;3;1;4;0
51537;2;8;7;1;NA;;1;2;6;4;5;4;;;NA;NA;NA;2;NA;D;3;0.75;2;3;1;4;0
51538;1;5;1;1;NA;;1;1;4;3;4;3;;;NA;NA;NA;2;3;A;1;0.67;1;2;1;3;0
51538;2;5;1;1;1;2;1;2;3;3;4;1;12;13;4;1;NA;1;6;A;1;0.67;1;2;1;3;0
51539;1;7;3;1;1;3;1;2;5;3;4;1;16;2;4;2;NA;1;6;B;3;0.33;3;2;2;9;0
51539;2;7;3;1;1;3;1;1;5;3;4;1;7;5;5;2;NA;2;3;B;3;0.33;3;2;2;9;0
51540;1;11;1;1;2;3;1;1;7;3;7;1;5;12;1;NA;NA;3;3;B;3;0.75;2;3;3;8;0
51540;2;11;1;1;1;2;1;2;6;3;7;1;7;2;5;2;NA;2;3;B;3;0.75;2;3;3;8;0
51540;3;11;1;1;1;1;1;1;4;1;1;1;13;4;4;2;NA;2;3;B;3;0.75;2;3;3;8;0
51541;1;4;7;1;1;3;1;1;6;3;7;1;12;13;5;2;NA;1;3;B;1;0.67;1;2;2;10;0
51541;2;4;7;1;1;1;1;2;6;3;7;1;6;13;3;2;NA;1;78;B;1;0.67;1;2;2;10;0
51542;1;8;1;1;1;3;1;2;6;4;6;1;1;4;5;2;NA;2;3;C;1;1.00;1;3;1;8;0
51543;1;10;1;1;1;3;1;2;5;4;5;1;20;1;4;NA;NA;1;5;A;1;0.77;1;4+;2;1;0
51543;2;10;1;1;3;3;2;1;6;4;5;1;21;13;2;NA;NA;2;NA;A;1;0.77;1;4+;2;1;0
51543;3;10;1;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;A;1;0.77;1;4+;2;1;140
51543;4;10;1;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;A;1;0.77;1;4+;2;1;0
51543;5;10;1;1;NA;;2;1;1;1;1;3;;;NA;NA;NA;3;NA;A;1;0.77;1;4+;2;1;0
51543;6;10;1;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;A;1;0.77;1;4+;2;1;0
51544;1;11;2;1;1;3;1;2;3;2;2;1;12;6;4;NA;NA;1;3;A;1;1.00;1;1;1;3;490
51545;1;1;1;1;1;3;1;2;4;4;5;1;9;8;4;2;NA;1;6;A;1;1.00;1;4+;2;5;0
51545;2;1;1;1;1;3;1;1;5;4;5;1;3;7;4;2;NA;2;3;A;1;1.00;1;4+;2;5;0
51545;3;1;1;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;A;1;1.00;1;4+;2;5;20
51545;4;1;1;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;A;1;1.00;1;4+;2;5;0
51546;1;2;4;1;5;3;1;1;3;1;1;1;9;14;1;1;NA;2;3;B;3;0.40;3;4+;4+;7;0
51546;2;2;4;1;2;3;1;1;6;3;7;1;7;2;1;2;NA;2;3;B;3;0.40;3;4+;4+;7;0
51546;3;2;4;1;2;3;1;2;6;3;7;1;19;2;1;2;NA;1;5;B;3;0.40;3;4+;4+;7;0
51546;4;2;4;1;5;3;1;1;3;1;1;1;22;2;1;1;NA;2;3;B;3;0.40;3;4+;4+;7;0
51547;1;7;4;1;1;3;1;1;5;4;5;1;5;12;3;2;NA;2;6;B;1;1.00;1;4+;2;4;0
51547;2;7;4;1;1;2;1;2;5;4;5;1;11;8;3;2;NA;1;6;B;1;1.00;1;4+;2;4;0
51547;3;7;4;1;NA;;2;2;1;1;1;3;;;NA;NA;NA;3;NA;B;1;1.00;1;4+;2;4;0
51548;1;2;1;1;1;3;1;1;6;2;8;1;3;11;5;2;NA;3;3;B;1;1.00;1;1;1;9;0
51549;1;9;1;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;1;5;B;2;0.40;1;2;0;8;0
51550;1;7;7;1;NA;;1;2;7;2;8;5;;;NA;NA;NA;3;NA;D;3;1.00;3;1;0;3;0
51551;1;9;6;1;1;3;1;2;6;2;8;1;12;13;4;1;NA;2;5;E;2;0.40;3;2;1;2;0
51551;2;9;6;1;NA;;1;2;3;1;1;3;;;NA;NA;NA;1;3;E;2;0.40;3;2;1;2;0
51552;1;4;2;1;3;3;1;1;5;4;5;1;3;2;2;2;NA;1;78;E;1;tammi.50;1;3;1;9;0
51552;2;4;2;1;NA;;1;2;4;4;5;6;;;NA;NA;NA;1;3;E;1;tammi.50;1;3;1;9;0
51553;1;1;1;1;1;3;1;1;5;4;5;1;9;13;3;2;NA;1;5;A;1;tammi.25;1;4+;2;5;0
51553;2;1;1;1;1;3;1;2;5;4;5;1;1;13;3;2;NA;2;5;A;1;tammi.25;1;4+;2;5;0
51554;1;10;6;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;1;6;A;2;0.67;2;2;0;3;0
51554;2;10;6;1;NA;;1;2;8;3;7;5;;;NA;NA;NA;1;5;A;2;0.67;2;2;0;3;0
51555;1;3;7;1;NA;;1;1;8;3;7;5;;;NA;NA;NA;3;NA;B;2;0.50;2;1;0;7;0
51556;1;3;1;1;1;3;1;2;6;3;7;1;12;13;3;2;NA;1;3;C;1;0.60;1;3;2;9;0
51557;1;1;6;1;1;3;1;1;6;3;7;1;6;14;3;2;NA;2;3;D;1;0.50;3;2;2;9;0
51557;2;1;6;1;1;2;1;2;6;3;7;1;9;11;4;2;NA;2;3;D;1;0.50;3;2;2;9;0
51558;1;11;7;1;3;3;1;1;5;4;5;1;1;2;2;2;NA;2;3;A;2;0.80;1;4+;1;7;0
51558;2;11;7;1;NA;;1;2;5;4;5;6;;;NA;NA;NA;2;5;A;2;0.80;1;4+;1;7;0
51559;1;8;4;1;4;3;1;1;6;4;6;1;16;2;2;2;NA;1;78;D;2;0.30;1;3;3;9;0
51559;2;8;4;1;4;3;1;2;7;4;6;1;9;4;2;2;NA;1;78;D;2;0.30;1;3;3;9;0
51559;3;8;4;1;1;3;1;1;2;1;1;1;12;13;4;1;NA;2;NA;D;2;0.30;1;3;3;9;0
51560;1;8;1;1;1;3;1;1;6;4;6;1;17;2;3;2;NA;1;6;B;1;tammi.25;1;4+;3;7;0
51560;2;8;1;1;1;3;1;2;6;4;6;1;3;2;3;2;NA;1;5;B;1;tammi.25;1;4+;3;7;0
51560;3;8;1;1;1;3;1;2;4;1;1;1;14;1;4;1;NA;1;6;B;1;tammi.25;1;4+;3;7;0
51560;4;8;1;1;NA;;2;2;1;1;1;3;;;NA;NA;NA;3;NA;B;1;tammi.25;1;4+;3;7;20
51561;1;2;2;1;1;3;1;1;7;2;8;1;9;13;5;2;NA;3;3;A;1;0.33;1;1;1;8;0
51562;1;9;3;1;NA;;1;1;7;2;8;5;;;NA;NA;NA;2;5;B;1;0.50;1;1;0;4;0
51563;1;11;7;1;1;2;1;2;7;3;7;1;7;9;4;2;NA;3;5;D;1;0.60;1;3;2;3;0
51564;1;5;2;1;NA;;1;1;3;2;2;3;;;NA;NA;NA;1;3;A;1;1.00;1;1;0;1;230
51565;1;6;3;1;1;3;1;2;5;5;3;1;1;4;5;1;NA;1;5;B;3;1.00;2;2;1;1;0
51566;1;9;1;1;1;3;1;1;6;3;7;1;6;11;5;2;NA;3;3;E;1;0.33;2;2;2;8;0
51566;2;9;1;1;1;3;1;2;6;3;7;1;14;1;4;2;NA;2;3;E;1;0.33;2;2;2;8;0
51567;1;11;2;1;1;2;1;2;6;2;8;1;1;9;4;2;NA;3;NA;A;1;0.33;1;1;1;8;0
51568;1;12;3;1;1;2;1;2;5;5;3;1;6;14;5;2;NA;2;3;A;2;tammi.33;3;4+;1;1;0
51568;2;12;3;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;A;2;tammi.33;3;4+;1;1;470
51568;3;12;3;1;NA;;1;1;1;1;1;3;;;NA;NA;NA;3;NA;A;2;tammi.33;3;4+;1;1;480
51569;1;4;1;1;1;2;1;2;5;4;5;1;8;13;4;2;NA;2;3;E;1;1.00;2;4+;2;7;0
51569;2;4;1;1;1;2;1;1;6;4;5;1;9;2;3;2;NA;1;6;E;1;1.00;2;4+;2;7;0
51570;1;8;1;1;1;2;1;2;3;3;4;1;10;5;4;2;NA;2;3;C;1;0.67;1;2;1;6;0
51571;1;10;7;1;1;3;1;1;4;4;5;1;1;4;5;2;NA;2;3;D;1;0.80;1;4+;2;5;0
51571;2;10;7;1;1;2;1;2;4;4;5;1;1;5;3;2;NA;1;78;D;1;0.80;1;4+;2;5;0
51572;1;5;3;1;1;1;1;2;6;3;7;1;14;1;3;2;NA;1;78;A;1;0.67;1;2;1;9;0
51572;2;5;3;1;NA;;1;1;6;3;7;2;;;NA;NA;21;2;3;A;1;0.67;1;2;1;9;0
51573;1;11;3;1;1;3;1;1;5;1;1;1;9;4;5;2;NA;2;3;D;3;0.60;3;3;1;6;0
51574;1;6;2;1;1;1;1;1;5;3;4;1;8;13;3;2;NA;1;6;A;1;1.00;1;2;2;10;0
51574;2;6;2;1;1;2;2;2;5;3;4;1;14;1;3;NA;NA;1;78;A;1;1.00;1;2;2;10;0
51575;1;9;3;1;1;3;1;2;4;4;5;1;16;3;4;2;NA;1;3;A;1;1.00;2;2;1;4;0
51576;1;5;7;1;1;1;1;1;6;4;6;1;16;2;3;2;NA;1;78;A;1;0.80;1;4+;2;8;0
51576;2;5;7;1;1;2;1;2;6;4;6;1;15;3;3;2;NA;1;78;A;1;0.80;1;4+;2;8;0
51576;3;5;7;1;NA;;1;1;2;1;1;3;;;NA;NA;NA;2;NA;A;1;0.80;1;4+;2;8;290
51576;4;5;7;1;NA;;1;2;1;1;1;3;;;NA;NA;NA;3;NA;A;1;0.80;1;4+;2;8;470
51577;1;5;7;1;NA;;1;2;7;3;7;5;;;NA;NA;NA;2;5;E;3;0.67;3;2;0;7;0
51577;2;5;7;1;NA;;1;1;7;3;7;5;;;NA;NA;NA;3;3;E;3;0.67;3;2;0;7;0
